"","x"
"X1772096151_H09",6
"X1772099011_H05",6
"X1772072122_E09",6
"X1772096088_F01",6
"X1772099009_E05",7
"X1772096118_F09",7
"X1772099011_F04",7
"X1772096150_H04",8
"X1772096149_F01",8
"X1772099002_H04",8
"X1772099002_F11",8
"X1772096150_H03",8
"X1772099008_H01",8
"X1772084018_C07",8
"X1772096094_A10",9
"X1772096087_C09",9
"X1772096150_C08",9
"X1772096151_C04",10
"X1772072122_H04",10
"X1772082029_G04",10
"X1772099008_G08",10
"X1772072122_H08",10
"X1772099002_E02",10
"X1772082029_D03",11
"X1772072122_A10",11
"X1772082029_B06",11
"X1772096151_D03",11
"X1772082029_C04",11
"X1772072122_A09",11
"X1772099003_H07",11
"X1772072122_D09",12
"X1772072122_B11",12
"X1772072122_F11",12
"X1772082029_F11",12
"X1772082029_B04",12
"X1772082029_E06",12
"X1772082029_A11",13
"X1772072122_A08",13
"X1772082029_D01",13
"X1772072122_E04",13
"X1772082029_G01",13
"X1772072122_F08",13
"X1772072122_A04",13
"X1772072122_B02",13
"X1772082029_E12",14
"X1772072122_H07",14
"X1772082029_H11",14
"X1772099011_D01",14
"X1772072122_G06",14
"X1772099002_E08",15
"X1772082029_E09",15
"X1772099011_G07",15
"X1772082029_C02",15
"X1772072122_D10",16
"X1772072122_G12",16
"X1772099002_G09",16
"X1772072122_F01",17
"X1772072122_E07",17
"X1772082029_B12",17
"X1772072122_C01",17
"X1772082029_H05",17
"X1772072122_B09",17
"X1772082029_C10",17
"X1772072122_H06",18
"X1772082029_F06",18
"X1772082029_H12",18
"X1772082029_A04",18
"X1772072122_H09",18
"X1772072122_H11",18
"X1772082029_D05",18
"X1772072122_B12",18
"X1772072122_E08",18
"X1772096091_A02",19
"X1772082029_A09",19
"X1772072122_E12",19
"X1772072122_B08",19
"X1772072122_F07",19
"X1772072122_F06",20
"X1772072122_C12",20
"X1772082029_D12",20
"X1772082029_C06",20
"X1772072122_C07",20
"X1772082029_E10",20
"X1772072122_E01",20
"X1772072122_D11",21
"X1772072122_G05",21
"X1772072122_G02",21
"X1772072122_G01",21
"X1772082029_A06",22
"X1772072122_F12",22
"X1772072122_B05",22
"X1772082029_B03",22
"X1772082029_C11",23
"X1772072122_H02",23
"X1772072122_C02",23
"X1772072122_C11",23
"X1772072122_G04",23
"X1772072122_C05",23
"X1772082029_G09",23
"X1772072122_C09",23
"X1772082029_H10",24
"X1772082029_E05",24
"X1772082029_B08",24
"X1772082029_G12",24
"X1772092002_B05",25
"X1772072122_A12",25
"X1772072122_B03",25
"X1772082029_H06",25
"X1772082029_E11",25
"X1772072122_A05",25
"X1772092277_A10",25
"X1772092002_G05",25
"X1772072122_B07",26
"X1772072122_C03",26
"X1772072122_B01",26
"X1772072122_E10",26
"X1772099003_F09",27
"X1772082029_E03",27
"X1772082029_G05",27
"X1772082029_H03",27
"X1772082029_E02",27
"X1772082029_A10",28
"X1772082029_B05",28
"X1772082029_C01",28
"X1772082029_C09",28
"X1772072122_F09",28
"X1772072122_D04",28
"X1772072122_B06",28
"X1772072122_D01",28
"X1772072122_D05",28
"X1772092002_A10",29
"X1772072122_A06",29
"X1772082029_F12",30
"X1772082029_D08",30
"X1772082029_D10",30
"X1772082029_F10",30
"X1772072122_G10",30
"X1772082029_B11",31
"X1772099003_A05",31
"X1772082029_G02",31
"X1772072122_E02",31
"X1772072122_E06",32
"X1772072122_D06",32
"X1772082029_H07",32
"X1772092002_D10",32
"X1772082029_H04",32
"X1772082029_C07",33
"X1772072122_F02",33
"X1772082029_E07",33
"X1772082029_D06",33
"X1772082029_B10",33
"X1772099008_A08",33
"X1772082029_B02",33
"X1772082029_A05",34
"X1772072122_G09",34
"X1772096116_G04",34
