"","cell.ID","cluster.ID"
"81","X1772071015_C01","Cluster_1"
"82","X1772071014_F06","Cluster_1"
"83","X1772071017_D10","Cluster_1"
"84","X1772071017_C05","Cluster_1"
"85","X1772071014_E05","Cluster_2"
"86","X1772071017_E04","Singleton"
"87","X1772058148_D08","Cluster_1"
"88","X1772067065_F07","Cluster_1"
"89","X1772062128_G08","Cluster_1"
"90","X1772066102_B02","Cluster_2"
"91","X1772063077_B03","Cluster_2"
"92","X1772062114_H03","Cluster_2"
"93","X1772066074_A03","Cluster_2"
"94","X1772066102_C09","Cluster_2"
"95","X1772062114_E02","Cluster_2"
"96","X1772063068_G07","Cluster_2"
"97","X1772062115_A12","Cluster_2"
"98","X1772062113_F08","Cluster_2"
"99","X1772066108_B02","Cluster_2"
"100","X1772066102_G06","Cluster_2"
"101","X1772071035_G04","Cluster_2"
"102","X1772066102_C06","Cluster_2"
"103","X1772067057_H02","Cluster_2"
"104","X1772062115_G05","Cluster_2"
"105","X1772066097_G03","Cluster_1"
"106","X1772063064_G08","Cluster_2"
"107","X1772067082_B01","Cluster_2"
"108","X1772066099_C04","Cluster_2"
"109","X1772071040_A12","Cluster_2"
"110","X1772063078_F01","Cluster_2"
"111","X1772067082_F03","Cluster_2"
"112","X1772071044_A03","Cluster_2"
"113","X1772071045_C11","Cluster_2"
"114","X1772067083_B10","Cluster_2"
"115","X1772066077_E08","Cluster_2"
"116","X1772063078_F12","Cluster_2"
"117","X1772062115_C05","Cluster_2"
"118","X1772066099_C11","Cluster_1"
"119","X1772063064_G03","Cluster_1"
"120","X1772071036_E09","Cluster_1"
"121","X1772062128_D11","Cluster_1"
"122","X1772067058_A12","Cluster_1"
"123","X1772063078_B02","Cluster_1"
"124","X1772066108_E06","Cluster_1"
"125","X1772066100_A12","Cluster_1"
"126","X1772066073_B03","Cluster_1"
"127","X1772062111_G03","Cluster_2"
"128","X1772063061_H03","Cluster_1"
"129","X1772066097_H05","Cluster_2"
"130","X1772067065_A02","Cluster_2"
"131","X1772066077_H12","Cluster_2"
"132","X1772062128_G04","Cluster_2"
"133","X1772062109_H03","Cluster_1"
"134","X1772063063_F01","Cluster_2"
"135","X1772062128_B10","Cluster_1"
"136","X1772063061_B03","Cluster_1"
"137","X1772063061_B05","Cluster_2"
"138","X1772058177_G09","Cluster_2"
"139","X1772066095_D02","Cluster_1"
"140","X1772066097_G12","Cluster_1"
"141","X1772066097_G02","Cluster_1"
"142","X1772066100_G07","Cluster_1"
"143","X1772066097_H01","Cluster_1"
"144","X1772071045_H03","Cluster_1"
"145","X1772067083_F08","Cluster_1"
"146","X1772067083_H01","Cluster_3"
"147","X1772066101_F04","Cluster_3"
"148","X1772067058_H12","Cluster_1"
"149","X1772067082_F02","Cluster_3"
"150","X1772067058_H05","Cluster_3"
"151","X1772071035_B09","Cluster_3"
"152","X1772071035_H02","Cluster_1"
"153","X1772062109_H07","Cluster_1"
"154","X1772067076_E03","Cluster_1"
"155","X1772066099_H06","Cluster_1"
"156","X1772066102_G12","Cluster_1"
"157","X1772066073_B02","Cluster_1"
"158","X1772067076_A03","Cluster_1"
"159","X1772066102_B11","Cluster_1"
"160","X1772066089_A01","Cluster_1"
"161","X1772066099_A01","Cluster_1"
"162","X1772067057_H04","Cluster_1"
"163","X1772066102_C11","Cluster_1"
"164","X1772071045_A10","Cluster_1"
"165","X1772066096_G01","Cluster_1"
"166","X1772066102_H10","Cluster_1"
"167","X1772066099_C12","Cluster_1"
"168","X1772071044_H10","Cluster_1"
"169","X1772067083_D10","Cluster_1"
"170","X1772066099_E04","Cluster_1"
"171","X1772066100_D08","Cluster_1"
"172","X1772066099_H02","Cluster_1"
"173","X1772066089_H04","Cluster_1"
"174","X1772066089_B06","Cluster_1"
"175","X1772066102_G08","Cluster_1"
"176","X1772066102_A04","Cluster_1"
"177","X1772066097_B06","Cluster_1"
"178","X1772067076_E04","Cluster_1"
"179","X1772066097_C06","Cluster_2"
"180","X1772067057_D12","Cluster_2"
"181","X1772066100_A05","Cluster_1"
"182","X1772066101_F03","Cluster_1"
"183","X1772071014_A06","Cluster_1"
"184","X1772071015_A11","Cluster_1"
"185","X1772071015_C09","Cluster_2"
"186","X1772063071_A06","Cluster_1"
"187","X1772058148_F09","Cluster_1"
"188","X1772067066_H09","Cluster_1"
"189","X1772067065_G10","Cluster_1"
"190","X1772071015_A05","Cluster_1"
"191","X1772067065_B10","Cluster_2"
"192","X1772067065_A01","Cluster_2"
"193","X1772062128_F10","Cluster_2"
"194","X1772071017_H06","Cluster_2"
"195","X1772071014_A12","Cluster_2"
"196","X1772067065_F08","Cluster_2"
"197","X1772058148_H04","Cluster_1"
"198","X1772066102_B06","Cluster_1"
"199","X1772063077_H05","Cluster_1"
"200","X1772067076_A12","Cluster_1"
"201","X1772067065_B12","Cluster_1"
"202","X1772067065_G11","Cluster_1"
"203","X1772067066_A10","Cluster_2"
"204","X1772067066_E02","Cluster_1"
"205","X1772067066_A11","Cluster_1"
"206","X1772067065_B09","Cluster_2"
"207","X1772067065_F10","Cluster_2"
"208","X1772063063_H03","Cluster_1"
"209","X1772071017_A01","Cluster_1"
"210","X1772067066_D04","Cluster_2"
"211","X1772067065_G12","Cluster_1"
"212","X1772071017_G05","Cluster_1"
"213","X1772071017_D12","Cluster_1"
"214","X1772071015_A01","Cluster_1"
"215","X1772071017_H10","Cluster_1"
"216","X1772063070_B10","Cluster_1"
"217","X1772063065_C02","Cluster_1"
"218","X1772071015_E10","Cluster_1"
"219","X1772067082_B09","Cluster_1"
"220","X1772062115_H01","Cluster_2"
"221","X1772071041_B06","Cluster_1"
"222","X1772066090_C05","Cluster_2"
"223","X1772067096_F07","Cluster_1"
"224","X1772071015_F05","Cluster_1"
"225","X1772067083_G04","Cluster_1"
"226","X1772062115_G06","Cluster_1"
"227","X1772071015_G09","Cluster_1"
"228","X1772066095_F07","Cluster_1"
"229","X1772071017_G02","Cluster_1"
"230","X1772062111_C11","Cluster_1"
"231","X1772058148_H03","Cluster_1"
"232","X1772066100_D06","Cluster_1"
"233","X1772071017_C10","Cluster_1"
"234","X1772071014_B10","Cluster_1"
"235","X1772062128_G06","Cluster_1"
"236","X1772067057_A08","Cluster_1"
"237","X1772063068_F12","Cluster_1"
"238","X1772063074_E11","Cluster_1"
"239","X1772066100_D04","Cluster_1"
"240","X1772066100_F03","Cluster_1"
"241","X1772067093_D01","Cluster_1"
"242","X1772066100_E01","Cluster_1"
"243","X1772067073_C01","Cluster_1"
"244","X1772067083_B11","Cluster_1"
"245","X1772067054_F12","Cluster_1"
"246","X1772058177_D04","Cluster_1"
"247","X1772067082_H03","Cluster_1"
"248","X1772071017_D01","Cluster_1"
"249","X1772067094_H08","Cluster_1"
"250","X1772067096_A01","Cluster_1"
"251","X1772058148_H08","Cluster_1"
"252","X1772067093_F03","Cluster_1"
"253","X1772071015_E08","Cluster_1"
"254","X1772067083_C02","Cluster_1"
"255","X1772066100_H07","Cluster_1"
"256","X1772071014_C04","Cluster_1"
"257","X1772067096_G05","Cluster_1"
"258","X1772071017_A08","Cluster_1"
"259","X1772066097_G04","Cluster_1"
"260","X1772067094_A09","Cluster_1"
"261","X1772067082_D05","Cluster_1"
"262","X1772067082_B03","Cluster_1"
"263","X1772063064_B06","Cluster_1"
"264","X1772067082_D04","Cluster_1"
"265","X1772067065_A08","Cluster_1"
"266","X1772066100_F08","Cluster_1"
"267","X1772067082_C02","Cluster_1"
"268","X1772067082_B02","Cluster_1"
"269","X1772067093_H07","Cluster_1"
"270","X1772071017_A06","Cluster_1"
"271","X1772071014_F12","Cluster_1"
"272","X1772071014_E02","Cluster_1"
"273","X1772067069_H02","Cluster_1"
"274","X1772063071_B07","Cluster_1"
"275","X1772067073_F04","Cluster_1"
"276","X1772067069_A03","Cluster_1"
"277","X1772067066_E04","Cluster_1"
"278","X1772067069_C12","Cluster_1"
"279","X1772067064_C12","Cluster_1"
"280","X1772071041_F07","Cluster_1"
"281","X1772071040_B04","Cluster_2"
"282","X1772067063_E09","Cluster_1"
"283","X1772067070_D04","Cluster_1"
"284","X1772067064_C07","Cluster_1"
"285","X1772067069_A11","Cluster_1"
"286","X1772071040_B01","Cluster_1"
"287","X1772067064_B04","Cluster_1"
"288","X1772063063_E12","Cluster_1"
"289","X1772067069_D10","Cluster_1"
"290","X1772062109_B03","Cluster_1"
"291","X1772067064_D02","Cluster_1"
"292","X1772067069_H10","Cluster_1"
"293","X1772071017_G01","Cluster_1"
"294","X1772067063_B02","Cluster_1"
"295","X1772067073_A01","Cluster_1"
"296","X1772067064_B01","Cluster_1"
"297","X1772067074_A06","Cluster_1"
"298","X1772062116_B04","Cluster_1"
"299","X1772071041_G09","Cluster_1"
"300","X1772067070_C01","Cluster_1"
"301","X1772067070_A03","Cluster_1"
"302","X1772071017_C06","Cluster_1"
"303","X1772067070_G11","Cluster_1"
"304","X1772067074_F07","Cluster_1"
"305","X1772067069_G06","Cluster_1"
"306","X1772067070_F07","Cluster_1"
"307","X1772071041_H11","Cluster_1"
"308","X1772067066_A06","Cluster_1"
"309","X1772071040_G08","Cluster_1"
"310","X1772067064_G02","Cluster_1"
"311","X1772071040_E01","Cluster_1"
"312","X1772067070_F03","Cluster_1"
"313","X1772067074_D05","Cluster_1"
"314","X1772067069_G03","Cluster_1"
"315","X1772067070_E11","Cluster_1"
"316","X1772071017_D11","Cluster_1"
"317","X1772071041_E12","Cluster_1"
"318","X1772071041_F09","Cluster_2"
"319","X1772071041_D09","Cluster_1"
"320","X1772071041_H12","Cluster_1"
"321","X1772067073_F08","Cluster_1"
"322","X1772071041_D04","Cluster_2"
"323","X1772071040_F05","Cluster_1"
"324","X1772071041_E01","Cluster_1"
"325","X1772071041_G07","Cluster_1"
"326","X1772071041_G03","Cluster_1"
"327","X1772071041_H09","Cluster_1"
"328","X1772071041_G08","Cluster_1"
"329","X1772067070_G08","Cluster_1"
"330","X1772067064_F02","Cluster_1"
"331","X1772067064_F01","Cluster_1"
"332","X1772063063_H02","Cluster_1"
"333","X1772063065_C11","Cluster_1"
"334","X1772063071_G03","Cluster_1"
"335","X1772063068_A01","Cluster_1"
"336","X1772063071_E06","Cluster_1"
"337","X1772071041_A04","Cluster_1"
"338","X1772063068_B01","Cluster_1"
"339","X1772063070_F03","Cluster_1"
"340","X1772063063_G11","Cluster_1"
"341","X1772063062_H11","Cluster_1"
"342","X1772063077_D06","Cluster_1"
"343","X1772071041_H10","Cluster_1"
"344","X1772063064_D02","Cluster_1"
"345","X1772067074_C05","Cluster_1"
"346","X1772067066_B03","Cluster_2"
"347","X1772063068_F11","Cluster_1"
"348","X1772067070_D06","Cluster_1"
"349","X1772067074_B09","Cluster_1"
"350","X1772063077_D12","Cluster_1"
"351","X1772067074_F03","Cluster_1"
"352","X1772071041_C05","Cluster_1"
"353","X1772067070_G12","Cluster_1"
"354","X1772071041_A02","Cluster_2"
"355","X1772067074_B01","Cluster_1"
"356","X1772062115_G01","Cluster_1"
"357","X1772067063_B12","Cluster_1"
"358","X1772067063_H04","Cluster_1"
"359","X1772067073_G09","Cluster_1"
"360","X1772067069_E04","Cluster_1"
"361","X1772067073_C04","Cluster_2"
"362","X1772063071_H01","Cluster_1"
"363","X1772063065_A10","Cluster_1"
"364","X1772063068_D04","Cluster_1"
"365","X1772067069_F05","Cluster_1"
"366","X1772063068_F07","Cluster_1"
"367","X1772063068_A02","Cluster_1"
"368","X1772063063_E04","Cluster_2"
"369","X1772063065_F02","Cluster_1"
"370","X1772067074_F12","Cluster_1"
"371","X1772067064_A01","Cluster_1"
"372","X1772063064_B11","Cluster_1"
"373","X1772062128_E10","Cluster_1"
"374","X1772063065_F03","Cluster_1"
"375","X1772060224_B06","Cluster_1"
"376","X1772071041_H05","Cluster_1"
"377","X1772062109_E06","Cluster_1"
"378","X1772071040_G09","Cluster_1"
"379","X1772071041_E10","Cluster_1"
"380","X1772062128_D07","Cluster_1"
"381","X1772062128_D10","Cluster_1"
"382","X1772063078_B12","Cluster_1"
"383","X1772071041_A06","Cluster_1"
"384","X1772060240_F12","Cluster_1"
"385","X1772063065_D04","Cluster_1"
"386","X1772062116_B11","Cluster_1"
"387","X1772063078_A04","Cluster_1"
"388","X1772063068_D03","Cluster_1"
"389","X1772062128_D12","Cluster_1"
"390","X1772063070_E01","Cluster_1"
"391","X1772062116_G05","Cluster_2"
"392","X1772063068_H12","Cluster_1"
"393","X1772063070_B11","Cluster_1"
"394","X1772071041_A05","Cluster_1"
"395","X1772060240_H05","Cluster_1"
"396","X1772063065_F04","Cluster_2"
"397","X1772063065_G10","Cluster_1"
"398","X1772067074_D10","Cluster_1"
"399","X1772071040_B12","Cluster_1"
"400","X1772063065_D12","Cluster_1"
"401","X1772063065_B02","Cluster_1"
"402","X1772067074_F10","Cluster_1"
"403","X1772060224_H02","Cluster_1"
"404","X1772063068_E06","Cluster_1"
"405","X1772071041_B01","Cluster_1"
"406","X1772060226_F11","Cluster_2"
"407","X1772063065_C08","Cluster_1"
"408","X1772062116_A06","Cluster_1"
"409","X1772063061_A05","Cluster_1"
"410","X1772063068_F02","Cluster_1"
"411","X1772060240_D06","Cluster_1"
"412","X1772063063_D11","Cluster_1"
"413","X1772062115_C11","Cluster_1"
"414","X1772071041_C10","Cluster_1"
"415","X1772060225_C12","Cluster_1"
"416","X1772063068_G11","Cluster_1"
"417","X1772067069_C05","Cluster_1"
"418","X1772063065_C09","Cluster_1"
"419","X1772063065_E02","Cluster_1"
"420","X1772063068_G10","Cluster_1"
"421","X1772067073_B04","Cluster_1"
"422","X1772067074_D08","Cluster_1"
"423","X1772071040_H01","Cluster_1"
"424","X1772063062_F07","Cluster_1"
"425","X1772062113_E01","Cluster_1"
"426","X1772063071_E07","Cluster_1"
"427","X1772063065_D02","Cluster_1"
"428","X1772063071_C08","Cluster_1"
"429","X1772063062_F05","Cluster_1"
"430","X1772063068_A06","Cluster_1"
"431","X1772066104_F10","Cluster_1"
"432","X1772058177_G10","Cluster_1"
"433","X1772063068_H01","Cluster_1"
"434","X1772067073_F10","Cluster_1"
"435","X1772063062_C04","Cluster_1"
"436","X1772062109_A11","Cluster_1"
"437","X1772063068_C10","Cluster_1"
"438","X1772063068_G04","Cluster_1"
"439","X1772063065_A03","Cluster_1"
"440","X1772062128_A09","Cluster_1"
"441","X1772063071_F08","Cluster_1"
"442","X1772067058_G11","Cluster_1"
"443","X1772071015_D07","Cluster_1"
"444","X1772067054_G11","Cluster_1"
"445","X1772067064_A12","Cluster_1"
"446","X1772067066_C03","Cluster_1"
"447","X1772066095_D06","Cluster_1"
"448","X1772062109_F09","Cluster_2"
"449","X1772067082_D08","Cluster_1"
"450","X1772060224_C03","Cluster_1"
"451","X1772071040_H03","Cluster_1"
"452","X1772067059_E04","Cluster_1"
"453","X1772067058_C12","Cluster_1"
"454","X1772066073_C01","Cluster_1"
"455","X1772067076_A05","Cluster_1"
"456","X1772067059_A05","Cluster_1"
"457","X1772067082_B12","Cluster_1"
"458","X1772066100_D12","Cluster_1"
"459","X1772067076_C01","Cluster_1"
"460","X1772067082_F05","Cluster_1"
"461","X1772067082_C10","Cluster_1"
"462","X1772067082_G07","Cluster_1"
"463","X1772066098_B05","Cluster_1"
"464","X1772066097_H07","Cluster_1"
"465","X1772066102_F02","Cluster_1"
"466","X1772063062_D03","Cluster_1"
"467","X1772067073_E06","Cluster_1"
"468","X1772071040_F10","Cluster_1"
"469","X1772071040_D11","Cluster_1"
"470","X1772062116_B02","Cluster_1"
"471","X1772071041_D08","Cluster_1"
"472","X1772067064_G12","Cluster_1"
"473","X1772062109_E09","Cluster_1"
"474","X1772067074_A02","Cluster_1"
"475","X1772067074_C04","Cluster_1"
"476","X1772071040_F06","Cluster_1"
"477","X1772067074_G06","Cluster_1"
"478","X1772067063_B09","Cluster_1"
"479","X1772071041_F02","Cluster_1"
"480","X1772067073_B06","Cluster_1"
"481","X1772067073_G04","Cluster_1"
"482","X1772067070_B11","Cluster_1"
"483","X1772062111_H10","Cluster_2"
"484","X1772067063_A01","Cluster_1"
"485","X1772071040_A11","Cluster_2"
"486","X1772071041_E04","Cluster_1"
"487","X1772062118_B11","Cluster_1"
"488","X1772067070_G04","Cluster_1"
"489","X1772071040_E02","Cluster_1"
"490","X1772071041_D11","Cluster_1"
"491","X1772071040_B06","Cluster_1"
"492","X1772067070_H11","Cluster_1"
"493","X1772063071_C01","Cluster_1"
"494","X1772062111_B01","Cluster_2"
"495","X1772063068_C01","Cluster_1"
"496","X1772060240_B10","Cluster_1"
"497","X1772060240_B01","Cluster_1"
"498","X1772066096_B04","Cluster_1"
"499","X1772060225_E01","Cluster_1"
"500","X1772063077_C12","Cluster_1"
"501","X1772063065_F01","Cluster_1"
"502","X1772062115_D01","Cluster_1"
"503","X1772062118_A01","Cluster_1"
"504","X1772063065_A01","Cluster_1"
"505","X1772067070_D10","Cluster_1"
"506","X1772071040_A01","Cluster_1"
"507","X1772063068_B10","Cluster_1"
"508","X1772067066_G02","Cluster_1"
"509","X1772063077_G04","Cluster_1"
"510","X1772063071_E01","Cluster_1"
"511","X1772067070_D05","Cluster_1"
"512","X1772062111_H11","Cluster_2"
"513","X1772071041_B12","Cluster_1"
"514","X1772063077_E05","Cluster_1"
"515","X1772067073_F02","Cluster_1"
"516","X1772062111_A09","Cluster_1"
"517","X1772063061_A10","Cluster_1"
"518","X1772062128_C12","Cluster_1"
"519","X1772063061_A03","Cluster_1"
"520","X1772063074_E06","Cluster_1"
"521","X1772063064_H01","Cluster_1"
"522","X1772071014_C08","Cluster_1"
"523","X1772063068_A12","Cluster_1"
"524","X1772062109_H06","Cluster_1"
"525","X1772062109_D03","Cluster_2"
"526","X1772062128_D01","Cluster_1"
"527","X1772063061_H04","Cluster_1"
"528","X1772062115_C09","Cluster_2"
"529","X1772063078_E02","Cluster_1"
"530","X1772063061_H12","Cluster_2"
"531","X1772063061_E05","Cluster_1"
"532","X1772058177_G03","Cluster_2"
"533","X1772063068_E07","Cluster_1"
"534","X1772063061_C11","Cluster_1"
"535","X1772063061_D11","Cluster_2"
"536","X1772063061_E06","Cluster_1"
"537","X1772063071_A03","Cluster_1"
"538","X1772058171_C07","Cluster_1"
"539","X1772063061_G12","Cluster_1"
"540","X1772062128_H06","Cluster_1"
"541","X1772062115_C08","Cluster_1"
"542","X1772063061_C02","Cluster_1"
"543","X1772063061_C06","Cluster_2"
"544","X1772063061_H01","Cluster_1"
"545","X1772063061_B06","Cluster_1"
"546","X1772063071_E12","Cluster_1"
"547","X1772058177_C10","Cluster_1"
"548","X1772058177_H05","Cluster_1"
"549","X1772063061_F06","Cluster_2"
"550","X1772058177_H07","Cluster_1"
"551","X1772058171_E01","Cluster_1"
"552","X1772063061_A02","Cluster_1"
"553","X1772063061_B01","Cluster_1"
"554","X1772063068_F09","Cluster_1"
"555","X1772063064_C02","Cluster_1"
"556","X1772063061_G01","Cluster_1"
"557","X1772063068_B04","Cluster_1"
"558","X1772063077_C06","Cluster_1"
"559","X1772063061_H08","Cluster_1"
"560","X1772062128_E06","Cluster_1"
"561","X1772063063_E11","Cluster_1"
"562","X1772063070_F01","Cluster_1"
"563","X1772063078_F03","Cluster_1"
"564","X1772062115_D06","Cluster_1"
"565","X1772063062_D12","Cluster_1"
"566","X1772062113_D06","Cluster_1"
"567","X1772063062_D06","Cluster_1"
"568","X1772062114_F10","Cluster_2"
"569","X1772063078_C04","Cluster_1"
"570","X1772063068_C12","Cluster_1"
"571","X1772062109_G11","Cluster_2"
"572","X1772062115_E09","Cluster_1"
"573","X1772063062_A03","Cluster_1"
"574","X1772062114_G07","Cluster_1"
"575","X1772062113_G03","Cluster_1"
"576","X1772067063_H06","Cluster_1"
"577","X1772062114_A02","Cluster_1"
"578","X1772062109_D07","Cluster_1"
"579","X1772062113_E03","Cluster_1"
"580","X1772067073_H12","Cluster_1"
"581","X1772062111_H03","Cluster_2"
"582","X1772067073_D11","Cluster_1"
"583","X1772063071_D09","Cluster_1"
"584","X1772063071_E09","Cluster_1"
"585","X1772062113_D03","Cluster_1"
"586","X1772063070_D11","Cluster_1"
"587","X1772067074_D06","Cluster_1"
"588","X1772063063_A07","Cluster_1"
"589","X1772062111_C10","Cluster_1"
"590","X1772071041_E08","Cluster_1"
"591","X1772063065_D09","Cluster_1"
"592","X1772062111_E07","Cluster_1"
"593","X1772067070_F11","Cluster_1"
"594","X1772063063_H04","Cluster_1"
"595","X1772067073_D12","Cluster_1"
"596","X1772071040_G12","Cluster_2"
"597","X1772062115_E10","Cluster_1"
"598","X1772063068_E12","Cluster_1"
"599","X1772060225_E04","Cluster_1"
"600","X1772063068_G01","Cluster_1"
"601","X1772063065_B10","Cluster_1"
"602","X1772063065_H05","Cluster_1"
"603","X1772060224_F11","Cluster_1"
"604","X1772062113_A04","Cluster_1"
"605","X1772071040_H08","Cluster_1"
"606","X1772063074_C06","Cluster_1"
"607","X1772063065_A08","Cluster_1"
"608","X1772063071_B03","Cluster_1"
"609","X1772067058_A05","Cluster_1"
"610","X1772063071_E05","Cluster_1"
"611","X1772062113_B05","Cluster_1"
"612","X1772063078_E04","Cluster_1"
"613","X1772063068_C02","Cluster_1"
"614","X1772063068_E08","Cluster_1"
"615","X1772063068_C05","Cluster_1"
"616","X1772063070_D09","Cluster_1"
"617","X1772063077_B04","Cluster_1"
"618","X1772062114_B06","Cluster_1"
"619","X1772063065_B05","Cluster_1"
"620","X1772063078_D10","Cluster_1"
"621","X1772063078_E06","Cluster_1"
"622","X1772063078_G09","Cluster_1"
"623","X1772063070_F09","Cluster_2"
"624","X1772063068_B07","Cluster_1"
"625","X1772063068_A07","Cluster_1"
"626","X1772062114_G09","Cluster_1"
"627","X1772060224_C05","Cluster_2"
"628","X1772063078_C10","Cluster_1"
"629","X1772062128_F12","Cluster_1"
"630","X1772060240_F09","Cluster_1"
"631","X1772062128_A11","Cluster_1"
"632","X1772060240_E07","Cluster_1"
"633","X1772060240_E09","Cluster_1"
"634","X1772060240_D04","Cluster_1"
"635","X1772063068_D02","Cluster_1"
"636","X1772063063_A02","Cluster_1"
"637","X1772063068_E03","Cluster_1"
"638","X1772060240_A02","Cluster_1"
"639","X1772060240_C06","Cluster_1"
"640","X1772060240_B09","Cluster_1"
"641","X1772060240_A05","Cluster_1"
"642","X1772060240_G02","Cluster_1"
"643","X1772063065_A06","Cluster_1"
"644","X1772063077_B02","Cluster_1"
"645","X1772063068_E02","Cluster_1"
"646","X1772063068_C11","Cluster_1"
"647","X1772063068_C06","Cluster_1"
"648","X1772063077_A07","Cluster_1"
"649","X1772067054_A04","Cluster_1"
"650","X1772066073_G02","Cluster_1"
"651","X1772066098_A07","Cluster_1"
"652","X1772067060_B12","Cluster_1"
"653","X1772067059_F12","Cluster_1"
"654","X1772067082_C12","Cluster_1"
"655","X1772067069_B11","Cluster_1"
"656","X1772067082_F04","Cluster_1"
"657","X1772066077_H11","Cluster_1"
"658","X1772071044_H04","Cluster_1"
"659","X1772067058_F04","Cluster_1"
"660","X1772066077_D08","Cluster_1"
"661","X1772066090_A08","Cluster_1"
"662","X1772067093_F09","Cluster_1"
"663","X1772066070_B03","Cluster_1"
"664","X1772071035_C06","Cluster_1"
"665","X1772071036_C05","Cluster_1"
"666","X1772067083_D06","Cluster_1"
"667","X1772066090_F10","Cluster_1"
"668","X1772066090_F06","Cluster_1"
"669","X1772071035_G06","Cluster_1"
"670","X1772071036_E02","Cluster_1"
"671","X1772067082_E08","Cluster_1"
"672","X1772066090_C03","Cluster_1"
"673","X1772066077_G03","Cluster_2"
"674","X1772067054_D06","Cluster_1"
"675","X1772067093_F07","Cluster_1"
"676","X1772067059_A07","Cluster_2"
"677","X1772067094_F06","Cluster_1"
"678","X1772066073_G06","Cluster_1"
"679","X1772071040_C06","Cluster_1"
"680","X1772071040_D07","Cluster_1"
"681","X1772062116_E12","Cluster_1"
"682","X1772066073_D09","Cluster_1"
"683","X1772067058_F12","Cluster_1"
"684","X1772066080_B06","Cluster_1"
"685","X1772066090_G07","Cluster_1"
"686","X1772066099_A12","Cluster_1"
"687","X1772067058_H04","Cluster_1"
"688","X1772067059_G08","Cluster_1"
"689","X1772067070_D03","Cluster_1"
"690","X1772071044_H01","Cluster_1"
"691","X1772062111_B08","Cluster_1"
"692","X1772066099_F07","Cluster_1"
"693","X1772067076_C05","Cluster_1"
"694","X1772071040_H11","Cluster_1"
"695","X1772066077_H01","Cluster_1"
"696","X1772066097_E07","Cluster_1"
"697","X1772067070_C07","Cluster_1"
"698","X1772071017_A02","Cluster_1"
